4253_CAM6_09022018_06_19_49_2.jpg,2,3221,8,3232,10,3232,10
3511_CAM6_11032018_01_23_78_2.jpg,2,3232,10,3231,9,3232,10
3198_CAM6_12032018_23_16_63_2.jpg,2,3232,10,3232,10,3232,10
5028_CAM6_06022018_20_35_68_2.jpg,2,4151,11,4141,10,4141,10
CAM6_17022018_13_14_85_2.jpg,2,2222,8,2222,8,2222,8
CAM6_17022018_03_48_80_2.jpg,2,3232,10,3232,10,3232,10
1459_CAM6_21022018_12_31_58_2.jpg,2,4515,15,4444,16,4231,10
2677_CAM6_14032018_05_31_98_2.jpg,2,3232,10,3232,10,3232,10
5692_CAM6_05022018_08_00_99_2.jpg,2,3221,8,3252,12,5252,14
CAM6_06022018_10_51_88_2.jpg,2,3232,10,3232,10,3232,10
5095_CAM6_06022018_13_51_95_2.jpg,2,3232,10,3232,10,3232,10
CAM6_25022018_07_40_71_2.jpg,2,3232,10,3232,10,3232,10
2630_CAM6_15022018_03_55_98_2.jpg,2,3232,10,3252,12,3232,10
5718_CAM6_05022018_07_07_96_2.jpg,2,3232,10,3232,10,3232,10
3528_CAM6_11022018_23_49_99_2.jpg,2,3232,10,3232,10,3252,12
1452_CAM6_21022018_12_47_76_2.jpg,2,1311,6,2431,10,2222,8
1616_CAM6_20022018_18_33_99_2.jpg,2,3232,10,3232,10,3232,10
4247_CAM6_09022018_06_49_76_2.jpg,2,5351,14,5251,13,5252,14
4272_CAM6_09022018_04_06_90_2.jpg,2,3231,9,5152,13,5152,13
5336_CAM6_06022018_04_23_99_2.jpg,2,3232,10,3232,10,3232,10
CAM6_03022018_21_40_53.36_3.jpg,3,1351,10,3155,14,5151,12
4229_CAM6_09022018_10_09_90_2.jpg,2,3232,10,3252,12,3252,12
2315_CAM6_16022018_03_58_63_2.jpg,2,5315,14,3151,10,5151,12
CAM6_12022018_04_50_74_2.jpg,2,3232,10,3232,10,3232,10
6308_CAM6_03022018_18_57_89_2.jpg,2,5151,12,5151,12,5151,12
CAM6_30032018_14_47_68.64_0.jpg,0
216_CAM6_30012018_23_47_99_2.jpg,2,5151,12,5151,12,5151,12
5077_CAM6_06022018_15_39_79_2.jpg,2,3221,8,3232,10,3232,10
CAM6_25022018_10_17_94.24_3.jpg,3,5151,12,3153,12,5151,12
CAM6_24032018_03_14_89.22_3.jpg,3,3232,10,3232,10,3232,10
1159_CAM6_22032018_11_40_85_2.jpg,2,3232,10,3232,10,3232,10
5423_CAM6_05042018_05_13_85_2.jpg,2,3231,9,3131,8,3235,13
1880_CAM6_18032018_21_53_86_2.jpg,2,3232,10,3232,10,3232,10
203_CAM6_30032018_03_19_85_2.jpg,2,3022,7,3232,10,3232,10
4129_CAM6_09032018_04_32_99_2.jpg,2,3321,9,3132,9,3232,10
4720_CAM6_07022018_22_16_96_2.jpg,2,3122,8,3252,12,5252,14
4067_CAM6_09032018_23_53_97_2.jpg,2,1231,7,2232,9,3232,10
4913_CAM6_06032018_18_19_83_2.jpg,2,3232,10,3232,10,3232,10
2613_CAM6_15022018_04_12_94_2.jpg,2,3232,10,3252,12,5252,14
CAM6_03022018_09_06_72.09_3.jpg,3,2311,7,4141,10,4141,10
4596_CAM6_07032018_23_13_85_2.jpg,2,4221,9,2222,8,2122,7
4865_CAM6_07022018_04_20_82_2.jpg,2,3135,12,5251,13,3232,10
592_CAM6_25022018_16_22_98_2.jpg,2,3252,12,3252,12,3252,12
517_CAM6_26032018_13_42_82_2.jpg,2,3232,10,3210,6,3212,8
4250_CAM6_09022018_06_27_99_2.jpg,2,3221,8,5252,14,5252,14
5561_CAM6_05022018_20_55_98_2.jpg,2,3232,10,3232,10,3232,10
2182_CAM6_16032018_19_10_61_2.jpg,2,5232,12,5232,12,5232,12
5660_CAM6_05022018_11_32_89_2.jpg,2,3232,10,3252,12,3232,10
1383_CAM6_21022018_17_06_81_2.jpg,2,3111,6,3251,11,3251,11
CAM6_06022018_10_29_66_2.jpg,2,2223,9,2222,8,2222,8
1044_CAM6_23022018_16_26_98_2.jpg,2,3321,9,3232,10,3252,12
3482_CAM6_11032018_06_34_95_2.jpg,2,3232,10,3232,10,3232,10
5851_CAM6_04032018_10_43_84_2.jpg,2,3232,10,3232,10,3232,10
6134_CAM6_04022018_00_49_82_2.jpg,2,3232,10,3231,9,3232,10
1890_CAM6_18032018_19_31_91_2.jpg,2,3232,10,3232,10,3232,10
CAM6_23042018_20_17_51.05_1.jpg,1,3121,7,1231,7,2221,7
5029_CAM6_06022018_20_35_53_2.jpg,2,3221,8,3231,9,3231,9
CAM6_06032018_08_17_70_2.jpg,2,3222,9,3230,8,2222,8
4128_CAM6_09032018_09_47_56_2.jpg,2,3231,9,3231,9,3232,10
CAM6_12022018_10_11_62_2.jpg,2,3122,8,3221,8,2222,8
5658_CAM6_05022018_11_34_99_2.jpg,2,3221,8,3252,12,3252,12
5869_CAM6_04022018_22_31_69_2.jpg,2,3232,10,3232,10,3232,10
CAM6_24022018_08_23_60_2.jpg,2,2323,10,3131,8,3232,10
94_CAM6_31032018_10_28_50_2.jpg,2,3232,10,3231,9,3232,10
5888_CAM6_04022018_22_10_94_2.jpg,2,3232,10,3232,10,3232,10
170_CAM6_30032018_05_44_68_2.jpg,2,5355,18,3232,10,3232,10
CAM6_24022018_10_18_54_2.jpg,2,5221,10,3232,10,4232,11
